"","record_code","format_version","submission_date","reporting_agency","sampling_agency","recovery_id","species","run_year","recovery_date","recovery_date_type","period_type","period","fishery","gear","adclip_selective_fishery","estimation_level","recovery_location_code","sampling_site","recorded_mark","sex","weight","weight_code","weight_type","length","length_code","length_type","detection_method","tag_status","tag_code","tag_type","sequential_number","sequential_column_number","sequential_row_number","catch_sample_id","sample_type","sampled_maturity","sampled_run","sampled_length_range","sampled_sex","sampled_mark","estimated_number","recovery_location_name","record_origin"
"151088","R",4.1,20030701,"WDFW","WDFW","401801",1,1974,19740530,"R",4,5,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151089","R",4.1,20030701,"WDFW","WDFW","812801",1,1974,19740327,"R",4,3,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,71,4,2,"V",1,"150108",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.29,"GENERAL - AREA 13","N"
"151090","R",4.1,20030701,"WDFW","WDFW","5430900",1,1974,19741207,"R",4,12,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,103,4,2,"V",1,"150014",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151091","R",4.1,20030701,"WDFW","WDFW","854300",1,1974,19740527,"R",4,5,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,79,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151092","R",4.1,20030701,"WDFW","WDFW","158101",1,1974,19740206,"R",4,2,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,59,4,2,"V",1,"150014",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151093","R",4.1,20030701,"WDFW","WDFW","857500",1,1974,19740520,"R",4,5,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,84,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151094","R",4.1,20030701,"WDFW","WDFW","618600",1,1974,19740323,"R",4,3,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,72,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.29,"GENERAL - AREA 13","N"
"151095","R",4.1,20030701,"WDFW","WDFW","415601",1,1974,19741116,"R",4,11,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,62,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151096","R",4.1,20030701,"WDFW","WDFW","416701",1,1974,19741109,"R",4,11,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,62,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151097","R",4.1,20030701,"WDFW","WDFW","417600",1,1974,19741026,"R",4,10,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,75,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151098","R",4.1,20030701,"WDFW","WDFW","614801",1,1974,19740317,"R",4,3,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,70,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.29,"GENERAL - AREA 13","N"
"151099","R",4.1,20030701,"WDFW","WDFW","299900",1,1974,19740406,"R",4,4,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,75,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.28,"GENERAL - AREA 13","N"
"151100","R",4.1,20030701,"WDFW","WDFW","212501",1,1974,19740112,"R",4,1,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,70,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151101","R",4.1,20030701,"WDFW","WDFW","612300",1,1974,19740409,"R",4,4,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,77,4,2,"V",1,"150301",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.28,"GENERAL - AREA 13","N"
"151102","R",4.1,20030701,"WDFW","WDFW","835801",1,1974,19740723,"R",4,7,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,80,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151103","R",4.1,20030701,"WDFW","WDFW","607000",1,1974,19740513,"R",4,5,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,75,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151104","R",4.1,20030701,"WDFW","WDFW","402601",1,1974,19741118,"R",4,11,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,55,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151105","R",4.1,20030701,"WDFW","WDFW","417500",1,1974,19741012,"R",4,10,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,62,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151106","R",4.1,20030701,"WDFW","WDFW","4591600",1,1974,19741214,"R",4,12,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,610,0,1,"V",1,"150113",0,NA,NA,NA,"0",1,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151107","R",4.1,20030701,"WDFW","WDFW","842501",1,1974,19740519,"R",4,5,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,410,0,1,"V",1,"150913",0,NA,NA,NA,"0",1,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151108","R",4.1,20030701,"WDFW","WDFW","415501",1,1974,19741116,"R",4,11,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,91,4,2,"V",1,"150500",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151109","R",4.1,20030701,"WDFW","WDFW","609800",1,1974,19740415,"R",4,4,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,67,4,2,"V",1,"150108",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.28,"GENERAL - AREA 13","N"
"151110","R",4.1,20030701,"WDFW","WDFW","738500",1,1974,19741213,"R",4,12,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,45,4,2,"V",1,"110107",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151111","R",4.1,20030701,"WDFW","WDFW","836101",1,1974,19741027,"R",4,10,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,105,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151112","R",4.1,20030701,"WDFW","WDFW","615101",1,1974,19740729,"R",4,7,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,81,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151113","R",4.1,20030701,"WDFW","WDFW","287901",1,1974,19740117,"R",4,1,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,62,4,2,"V",1,"150500",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151114","R",4.1,20030701,"WDFW","WDFW","415801",1,1974,19741116,"R",4,11,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,61,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151115","R",4.1,20030701,"WDFW","WDFW","5489200",1,1974,19741215,"R",4,12,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,82,4,2,"V",1,"150601",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151116","R",4.1,20030701,"WDFW","WDFW","613601",1,1974,19740526,"R",4,5,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,69,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151117","R",4.1,20030701,"WDFW","WDFW","615000",1,1974,19740314,"R",4,3,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,63,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.29,"GENERAL - AREA 13","N"
"151118","R",4.1,20030701,"WDFW","WDFW","302301",1,1974,19740412,"R",4,4,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,80,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.28,"GENERAL - AREA 13","N"
"151119","R",4.1,20030701,"WDFW","WDFW","608100",1,1974,19740519,"R",4,5,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,83,4,2,"V",1,"150108",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151120","R",4.1,20030701,"WDFW","WDFW","3629600",1,1974,19741215,"R",4,12,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,660,0,1,"V",1,"150014",0,NA,NA,NA,"0",1,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151121","R",4.1,20030701,"WDFW","WDFW","302001",1,1974,19740419,"R",4,4,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,66,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.28,"GENERAL - AREA 13","N"
"151122","R",4.1,20030701,"WDFW","WDFW","943901",1,1974,19740224,"R",4,2,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,74,4,2,"V",1,"151000",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151123","R",4.1,20030701,"WDFW","WDFW","1012200",1,1974,19740718,"R",4,7,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,100,4,2,"V",1,"151000",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151124","R",4.1,20030701,"WDFW","WDFW","200301",1,1974,19740106,"R",4,1,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,75,4,2,"V",1,"150612",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151125","R",4.1,20030701,"WDFW","WDFW","612001",1,1974,19740407,"R",4,4,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,71,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.28,"GENERAL - AREA 13","N"
"151126","R",4.1,20030701,"WDFW","WDFW","4719800",1,1974,19741126,"R",4,11,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,NA,NA,NA,"V",1,"150612",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151127","R",4.1,20030701,"WDFW","WDFW","609300",1,1974,19740716,"R",4,7,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,78,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151128","R",4.1,20030701,"WDFW","WDFW","869200",1,1974,19740527,"R",4,5,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,69,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151129","R",4.1,20030701,"WDFW","WDFW","3821900",1,1974,19740903,"R",4,9,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,52,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.1,"GENERAL - AREA 13","N"
"151130","R",4.1,20030701,"WDFW","WDFW","612501",1,1974,19740409,"R",4,4,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,72,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.28,"GENERAL - AREA 13","N"
"151131","R",4.1,20030701,"WDFW","WDFW","3828100",1,1974,19740915,"R",4,9,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,57,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.1,"GENERAL - AREA 13","N"
"151132","R",4.1,20030701,"WDFW","WDFW","4718200",1,1974,19741231,"R",4,12,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,76,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151133","R",4.1,20030701,"WDFW","WDFW","611201",1,1974,19740427,"R",4,4,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,77,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.28,"GENERAL - AREA 13","N"
"151134","R",4.1,20030701,"WDFW","WDFW","220201",1,1974,19740327,"R",4,3,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,67,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.29,"GENERAL - AREA 13","N"
"151135","R",4.1,20030701,"WDFW","WDFW","609000",1,1974,19740714,"R",4,7,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,75,4,2,"V",1,"150108",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151136","R",4.1,20030701,"WDFW","WDFW","610400",1,1974,19740518,"R",4,5,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,90,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151137","R",4.1,20030701,"WDFW","WDFW","382501",1,1974,19740510,"R",4,5,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,68,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151138","R",4.1,20030701,"WDFW","WDFW","608400",1,1974,19740602,"R",4,5,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,66,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.22,"GENERAL - AREA 13","N"
"151139","R",4.1,20030701,"WDFW","WDFW","5428700",1,1974,19741202,"R",4,12,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,51,4,2,"V",1,"110105",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151140","R",4.1,20030701,"WDFW","WDFW","415101",1,1974,19741115,"R",4,11,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,62,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151141","R",4.1,20030701,"WDFW","WDFW","299300",1,1974,19740729,"R",4,7,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,85,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151142","R",4.1,20030701,"WDFW","WDFW","415201",1,1974,19741123,"R",4,11,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,66,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151143","R",4.1,20030701,"WDFW","WDFW","247100",1,1974,19740120,"R",4,1,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,60,4,2,"V",1,"150015",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151144","R",4.1,20030701,"WDFW","WDFW","805702",1,1974,19740623,"R",4,6,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,78,4,2,"V",1,"150113",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.22,"GENERAL - AREA 13","N"
"151145","R",4.1,20030701,"WDFW","WDFW","609200",1,1974,19740718,"R",4,7,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,84,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151146","R",4.1,20030701,"WDFW","WDFW","607500",1,1974,19740527,"R",4,5,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,81,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151147","R",4.1,20030701,"WDFW","WDFW","608200",1,1974,19740602,"R",4,5,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,76,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.22,"GENERAL - AREA 13","N"
"151148","R",4.1,20030701,"WDFW","WDFW","220101",1,1974,19740327,"R",4,3,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,86,4,2,"V",1,"150612",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.29,"GENERAL - AREA 13","N"
"151149","R",4.1,20030701,"WDFW","WDFW","254600",1,1974,19741114,"R",4,11,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,72,4,2,"V",1,"150906",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151150","R",4.1,20030701,"WDFW","WDFW","847101",1,1974,19740714,"R",4,7,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,80,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151151","R",4.1,20030701,"WDFW","WDFW","273201",1,1974,19740810,"R",4,8,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,51,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151152","R",4.1,20030701,"WDFW","WDFW","3843100",1,1974,19741228,"R",4,12,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,77,4,2,"V",1,"010307",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151153","R",4.1,20030701,"WDFW","WDFW","816101",1,1974,19740525,"R",4,5,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,86,4,2,"V",1,"151008",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151154","R",4.1,20030701,"WDFW","WDFW","606200",1,1974,19740320,"R",4,3,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,60,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.29,"GENERAL - AREA 13","N"
"151155","R",4.1,20030701,"WDFW","WDFW","745401",1,1974,19741224,"R",4,12,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,78,4,2,"V",7,"151403",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151156","R",4.1,20030701,"WDFW","WDFW","402501",1,1974,19741111,"R",4,11,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,62,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151157","R",4.1,20030701,"WDFW","WDFW","3631000",1,1974,19741221,"R",4,12,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,72,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151158","R",4.1,20030701,"WDFW","WDFW","557700",1,1974,19741109,"R",4,11,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,61,4,2,"V",7,"151403",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151159","R",4.1,20030701,"WDFW","WDFW","181101",1,1974,19740221,"R",4,2,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,67,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151160","R",4.1,20030701,"WDFW","WDFW","5487300",1,1974,19741107,"R",4,11,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,50,4,2,"V",1,"150906",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151161","R",4.1,20030701,"WDFW","WDFW","5216000",1,1974,19741116,"R",4,11,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,450,0,1,"V",1,"150906",0,NA,NA,NA,"0",1,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151162","R",4.1,20030701,"WDFW","WDFW","3508000",1,1974,19741006,"R",4,10,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,95,4,2,"V",1,"150015",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151163","R",4.1,20030701,"WDFW","WDFW","355600",1,1974,19740807,"R",4,8,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,59,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151164","R",4.1,20030701,"WDFW","WDFW","273301",1,1974,19740808,"R",4,8,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,70,4,2,"V",1,"150604",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151165","R",4.1,20030701,"WDFW","WDFW","3842300",1,1974,19741226,"R",4,12,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,63,4,2,"V",1,"010202",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151166","R",4.1,20030701,"WDFW","WDFW","923701",1,1974,19740102,"R",4,1,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,117,4,2,"V",7,"YWXYGN*2",5,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151167","R",4.1,20030701,"WDFW","WDFW","605800",1,1974,19740321,"R",4,3,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,69,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.29,"GENERAL - AREA 13","N"
"151168","R",4.1,20030701,"WDFW","WDFW","3632400",1,1974,19741219,"R",4,12,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,107,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151169","R",4.1,20030701,"WDFW","WDFW","3843500",1,1974,19741230,"R",4,12,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,77,4,2,"V",1,"010307",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151170","R",4.1,20030701,"WDFW","WDFW","845901",1,1974,19740614,"R",4,6,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,75,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.22,"GENERAL - AREA 13","N"
"151171","R",4.1,20030701,"WDFW","WDFW","459600",1,1974,19740416,"R",4,4,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,67,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.28,"GENERAL - AREA 13","N"
"151172","R",4.1,20030701,"WDFW","WDFW","5431200",1,1974,19741208,"R",4,12,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,106,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151173","R",4.1,20030701,"WDFW","WDFW","608700",1,1974,19740707,"R",4,7,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,36,4,2,"V",7,"151403",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
"151174","R",4.1,20030701,"WDFW","WDFW","299700",1,1974,19740504,"R",4,4,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,70,4,2,"V",1,"150301",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151175","R",4.1,20030701,"WDFW","WDFW","288701",1,1974,19740502,"R",4,4,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,51,4,2,"V",1,"151015",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.28,"GENERAL - AREA 13","N"
"151176","R",4.1,20030701,"WDFW","WDFW","208801",1,1974,19740212,"R",4,2,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,56,4,2,"V",1,"151015",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151177","R",4.1,20030701,"WDFW","WDFW","835401",1,1974,19740212,"R",4,2,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,68,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151178","R",4.1,20030701,"WDFW","WDFW","211401",1,1974,19740203,"R",4,1,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,70,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151179","R",4.1,20030701,"WDFW","WDFW","209901",1,1974,19740209,"R",4,2,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,67,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151180","R",4.1,20030701,"WDFW","WDFW","912201",1,1974,19740223,"R",4,2,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,73,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151181","R",4.1,20030701,"WDFW","WDFW","665200",1,1974,19740317,"R",4,3,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,123,4,2,"V",7,"YWPUBR",5,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.29,"GENERAL - AREA 13","N"
"151182","R",4.1,20030701,"WDFW","WDFW","211501",1,1974,19740120,"R",4,1,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,69,4,2,"V",1,"150913",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.3,"GENERAL - AREA 13","N"
"151183","R",4.1,20030701,"WDFW","WDFW","1214400",1,1974,19741226,"R",4,12,45,"95","N",4,"3M11413  872184","",5000,"",NA,NA,NA,104,4,2,"V",1,"150101",0,NA,NA,NA,"0",2,NA,NA,NA,"",NA,2.2,"GENERAL - AREA 13","N"
