record_code,format_version,submission_date,reporting_agency,location_code,location_type,name,latitude,longitude,psc_basin,psc_region,epa_reach,description,rmis_region,rmis_basin,rmis_latitude,rmis_longitude,record_origin
"L","4.1","20170905","WDFW","3F42001  4673317E","3","ENTIAT JHS HS","47.6644","-120.2252","WECH","UPCR","17020010","ENTIAT JUNIOR-SENIOR HIGH SCHOOL (ENTIAT)","UPCR","WECH","47.6644","-120.2252","N"
"L","4.1","20180206","CDFO","2MS27P126SPRI IS","1","WSPT  SPRI IS (P126)","50.0042","-127.4197",,,,"WSPT            STAT AREA: P126 TLE:HOH ISLAND      P126",,,"50","-127.4167","N"
"L","4.1","20180206","CDFO","2MS63M23B       000","1","SWVN(EX23A)  M23B-000",,,,,,"SWVN(EX23A)     PMFA 23 - Barkley Sound Portion","WCVI","SWVI","48.849967","-125.383608","N"
"L","4.1","20180206","CDFW","6FBNO    NOET","2","NOYO EGG TAKE STATIO",,,"NORU","CECA",,"NOYO EGG TAKE STATION","CECA","NORU",,,"N"
"L","4.1","20180206","CDFW","6FBNOMAI","1","MAINSTEM NOYO RIVER","39.4278","-123.8081","NORU","CECA",,"MAINSTEM NOYO RIVER","CECA","NORU","39.4278","-123.8081","N"
"L","4.1","20180206","CDFW","6FBREPRC","2","PRAIRIE CREEK","41.2996","-124.0502","MAEL","NOCA",,"PRAIRIE CREEK, TRIBUTARY TO REDWOOD CREEK","NOCA","MAEL","41.3","-124.04","N"
"L","4.1","20180206","CDFW","6FCSAFEA BOYD","2","FEATHER BOYDS PUMP RAMP","39.057","-121.61","FEA","SAFA",,"BOYDS PUMP LAUNCH RAMP","SAFA","FEA","39.057","-121.61","N"
"L","4.1","20180206","CDFW","6FCSASAF OMBC","2","BATTLE CK OLD MOUTH","40.3902","-122.1945","SACR","SAFA",,"OLD MOUTH OF BATTLE CREEK","SAFA","SACR","40.3902","-122.1945","N"
"L","4.1","20180202","ADFG","1F2BB324 26","1","AK F 2 BB 324-26",,,"BRIS","CNAK",,"Alaska freshwater, Region 2, Quadrant BB, District 324, Subdistrict 26","CEAK","BRIS",,,"N"
"L","4.1","20180202","ADFG","1F2BB321 05","1","AK F 2 BB 321-05",,,"BRIS","CNAK",,"Alaska freshwater, Region 2, Quadrant BB, District 321, Subdistrict 05","CEAK","BRIS",,,"N"
"L","4.1","20180202","ADFG","1F2BB321 33","1","AK F 2 BB 321-33",,,"BRIS","CNAK",,"Alaska freshwater, Region 2, Quadrant BB, District 321, Subdistrict 33","CEAK","BRIS",,,"N"
"L","4.1","20180202","ADFG","1F2BB321 80","1","AK F 2 BB 321-80",,,"BRIS","CNAK",,"Alaska freshwater, Region 2, Quadrant BB, District 321, Subdistrict 80","CEAK","BRIS",,,"N"
"L","4.1","20180202","ADFG","1F2BB326 22","1","AK F 2 BB 326-22",,,"BRIS","CNAK",,"Alaska freshwater, Region 2, Quadrant BB, District 326, Subdistrict 22","CEAK","BRIS",,,"N"
"L","4.1","20180202","ADFG","1F2BB325 20","1","AK F 2 BB 325-20",,,"BRIS","CNAK",,"Alaska freshwater, Region 2, Quadrant BB, District 325, Subdistrict 20","CEAK","BRIS","59.0098","-158.8238","N"
"L","4.1","20180104","ODFW","5F22119  H      23","2","SWEET CR (SIUSL FISH",,,"SIUS","NOOR","1710020600300.00","SWEET CR (SIUSLAW FISHERIES)","NOOR","SIUS",,,"N"
"L","4.1","20180202","ADFG","1F2BB325 25","1","AK F 2 BB 325-25",,,"BRIS","CNAK",,"Alaska freshwater, Region 2, Quadrant BB, District 325, Subdistrict 25","CEAK","BRIS",,,"N"
"L","4.1","20170905","WDFW","3F42001  469999 R","2","COLUMBIA R MAIN @ WRIA-46",,,"UPCRG","UPCR","17020010","COLUMBIA RIVER MAINSTEM IN WRIA-46","UPCR","UPCRG",,,"N"
"L","4.1","20170905","WDFW","3F42001  560178 R","2","ROCK CR SF",,,"HEAD","UPCR",,"ROCK CREEK SOUTH FORK","UPCR","HEAD",,,"N"
"L","4.1","20180202","ADFG","1F2BB325 40","1","AK F 2 BB 325-40",,,"BRIS","CNAK",,"Alaska freshwater, Region 2, Quadrant BB, District 325, Subdistrict 40","CEAK","BRIS",,,"N"
"L","4.1","20180104","ODFW","5F22216  R16101118","1","SALMON R (OTIS-PANTH",,,"SIYA","NOOR","1710020402502.00","SALMON R (OTIS BRIDGE TO PANTHER CR)","NOOR","SIYA",,,"N"
"L","4.1","20180104","ODFW","5F33266  R66    13","1","WIND R WA TREATY ZONE 66",,,"YOCL","LOCR","17080006","WIND R WASHINGTON TRIBUTARY TREATY TRIB","LOCR","YOCL",,,"N"
"L","4.1","20180202","ADFG","1M4PE308 26","2","AK M 4 PE 308-26",,,"PENI","WEAK",,"Alaska marine, Region 4, Quadrant PE, District 308, Subdistrict 26","WEAK","WEAKG",,,"N"
"L","4.1","20170905","WDFW","3M11107  870210","1","LUMMI ISLAND (OLD)",,,"BESA","NOWA",,"PRE'85 PSS CODE =(2277 LUMMI ISLAND)","NOWA","BESA","48.694","-122.6548","N"
"L","4.1","20180202","ADFG","1M4PE308 37","2","AK M 4 PE 308-37",,,"PENI","WEAK",,"Alaska marine, Region 4, Quadrant PE, District 308, Subdistrict 37","WEAK","WEAKG","51.4216","179.1562","N"
"L","4.1","20170905","WDFW","3M11107  870214","1","POINT LAWRENCE (OLD)",,,"SJUA","NOWA",,"PRE'85 PSS CODE =(2379 POINT LAWRENCE)","NOWA","SJUA","48.6606","-122.7408","N"
"L","4.1","20180206","CDFO","2FS99TOMMR0252","2","R-BONAPARTE R",,,,,,"CDN ESCMENT     BONAPARTE R          TOMM","FRTH","TOMM",,,"N"
"L","4.1","20170905","WDFW","3M11107  872248","1","JONES ISLAND",,,"SJUA","NOWA",,"JONES ISLAND                   (PUGET SOUND SPORT)","NOWA","SJUA","48.615","-123.0444","N"
"L","4.1","20170905","WDFW","3F10707         H01","3","YMCA CAMP ORKILA","48.7012","-122.9418","SJUA","NOWA",,"YMCA CAMP ORKILA - EDUC COOPERATIVE SAN JUAN COUNTY","NOWA","SJUA","48.7014","-122.9406","N"
"L","4.1","20180206","CDFO","2MN25H001VIRA SD 03","1","NSPT  VIRA SD [1-3]","54.0889","-132.5236",,,,"NSPT            STAT AREA: H001 VIRAGO SOUND        H001",,,"54.0833","-132.5","N"
"L","4.1","20170905","WDFW","3M11107  872599","1","POINT THOMPSON(ORCAS",,,"SJUA","NOWA",,"POINT THOMPSON (NORTH SIDE OF ORCAS ISLAND)  (PUGET SOUND SPORT)","NOWA","SJUA","48.7134","-122.879","N"
"L","4.1","20170905","WDFW","3M11208  870304","1","DECEPTION PASS/GEDNY",,,"SKAGG","SKAG",,"PRE'85 PSS CODE =(2110 DECEPTION PASS) OR (2175 GEDNEY  ISLAND (HAT I)","NPS","NPSG",,,"N"
"L","4.1","20170905","WDFW","3M11208  870314","1","EAST PT/ WHIDBEY ISL",,,"WICI","NPS",,"PRE'85 PSS CODE =(2143 EAST POINT) OR (2552 WHIDBEY ISLAND GEN.)","NPS","WICI","48.0967","-122.4908","N"
"L","4.1","20180202","ADFG","1M4PE283 11","1","AK M 4 PE 283-11",,,"PENI","WEAK",,"Alaska marine, Region 4, Quadrant PE, District 283, Subdistrict 11","WEAK","ALEU",,,"N"
"L","4.1","20180202","ADFG","1M4PE283 12","1","AK M 4 PE 283-12",,,"PENI","WEAK",,"Alaska marine, Region 4, Quadrant PE, District 283, Subdistrict 12","WEAK","ALEU","55.0304","-162.9949","N"
"L","4.1","20180202","ADFG","1M4KD257 43","1","AK M 4 KD 257-43",,,"KODI","WEAK",,"Alaska marine, Region 4, Quadrant KD, District 257, Subdistrict 43","WEAK","KODI",,,"N"
"L","4.1","20180202","ADFG","1M4KD257 80","1","AK M 4 KD 257-80",,,"KODI","WEAK",,"Alaska marine, Region 4, Quadrant KD, District 257, Subdistrict 80","WEAK","KODI",,,"N"
"L","4.1","20180206","CDFW","6FBLI","1","LITTLE RIVER","39.2737","-123.7913","MAEL","NOCA",,"LITTLE RIVER VAN DAMME STATE PARK CA","NOCA","MAEL","39.2737","-123.7913","N"
"L","4.1","20180206","CDFW","6FBMA","2","MAD RIVER","40.97","-124.12","MAEL","NOCA",,"MAD RIVER","NOCA","MAEL","40.97","-124.12","N"
"L","4.1","20180206","CDFW","6FBTE","1","TENMILE RIVER","39.5536","-123.7672","NORU","CECA",,"TENMILE RIVER N OF FT BRAGG","CECA","NORU","39.5536","-123.7672","N"
"L","4.1","20180202","ADFG","1F1NW113 59","2","AK F 1 NW 113-59",,,"SEAK","SEAK",,"Alaska freshwater, Region 1, Quadrant NW, District 113, Subdistrict 59","SEAK","SEAKG","57.5181","-134.9528","N"
"L","4.1","20180202","ADFG","1F1NW113 13","2","AK F 1 NW 113-13",,,"SEAK","SEAK",,"Alaska freshwater, Region 1, Quadrant NW, District 113, Subdistrict 13","SEAK","SEAKG","56.3592","-134.8512","N"
"L","4.1","20180202","ADFG","1F1NW113 42","2","AK F 1 NW 113-42",,,"SEAK","SEAK",,"Alaska freshwater, Region 1, Quadrant NW, District 113, Subdistrict 42","SEAK","SEAKG","57.2561","-135.4475","N"
"L","4.1","20180202","ADFG","1F1NW113 51","2","AK F 1 NW 113-51",,,"SEAK","SEAK",,"Alaska freshwater, Region 1, Quadrant NW, District 113, Subdistrict 51","SEAK","SEAKG","57.4949","-135.1429","N"
"L","4.1","20180202","ADFG","1F1NW113 32","2","AK F 1 NW 113-32",,,"SEAK","SEAK",,"Alaska freshwater, Region 1, Quadrant NW, District 113, Subdistrict 32","SEAK","SEAKG","56.8381","-135.1676","N"
"L","4.1","20180206","CDFW","6FCSJMOK ATMO","1","MOK R MOUTH","38.23","-121.49","MOKE","SJOA",,"MOKELUMNE RIVER MOUTH","SJOA","MOKE","38.23","-121.49","N"
"L","4.1","20180202","ADFG","1M4PE315","2","AK M 4 PE 315",,,"PENI","WEAK",,"Alaska marine, Region 4, Quadrant PE, District 315","WEAK","WEAKG",,,"N"
"L","4.1","20180206","CDFW","6FCSJMTO","2","SAN JOAQUIN RIV MERC-TUOL","37.349","-120.975","SJR","SJOA",,"SAN JOAQUIN RIVER FROM MERCED TO TUOLUMNE","SJOA","SJR","37.349","-120.975","N"
"L","4.1","20180206","CDFW","6FKTRMTR","1","TRINITY R, SFK-NFK","40.889","-123.603","TRIN","KLTR",,"TRINITY RIVER, SOUTH FORK TO NORTH FORK","KLTR","TRIN","40.889","-123.603","N"
"L","4.1","20180206","CDFW","6MO      SFCV","2","SPAN.FLAT-C.VIZCAINO",,,"CAGNG","CAGN",,"SPANISH FLAT TO CAPE VIZCAINO CATCH AREA","CAGN","CAGNG",,,"N"
"L","4.1","20180202","ADFG","1F1NE110 34","1","AK F 1 NE 110-34",,,"SEAK","SEAK",,"Alaska freshwater, Region 1, Quadrant NE, District 110, Subdistrict 34","SEAK","SENE","57.3089","-133.2689","N"
"L","4.1","20170905","WDFW","3M11208  870322","1","BABY ISLAND (OLD)",,,"WICI","NPS",,"PRE'85 PSS CODE =(2016 BABY ISLAND)","NPS","WICI","48.0994","-122.5261","N"
"L","4.1","20170905","WDFW","3M11208  872000","1","UNKNOWN LOC. IN  8",,,"WAGNG","WAGN",,"UNKNOWN LOCATION IN PCA  8     (PUGET SOUND SPORT)","WAGN","WAGNG","48.222","-122.58","N"
"L","4.1","20180202","ADFG","1F3AC330","1","AK F 3 AC 330",,,"ARTC","AYK",,"Alaska freshwater, Region 3, Quadrant AC, District 330","AYK","ARTC",,,"N"
"L","4.1","20180202","ADFG","1M106    SE10180","1","AK M 1 06 SE10180",,,"SEAK","SEAK",,"Alaska marine, Region 1, KETCHIKAN, Quadrant SE, District 101, Subdistrict 80","SEAK","SESE","55.884644","-131.72","N"
"L","4.1","20180202","ADFG","1F3AC330 00","1","AK F 3 AC 330-00",,,"ARTC","AYK",,"Alaska freshwater, Region 3, Quadrant AC, District 330, Subdistrict 00","AYK","ARTC",,,"N"
"L","4.1","20180104","ODFW","5F22222  R22    48","1","CHETCO R (BOAT AR 2)",,,"CHET","SOOR","17100312","CHETCO R SPORT BOAT AREA 2","SOOR","CHET",,,"N"
"L","4.1","20180104","ODFW","5F22215  R15    28","1","ROGUE R JUVEN SAMPLI",,,"ROGU","SOOR","1710031000100.00","ROGUE R JUVENILE SAMPLING","SOOR","ROGU",,,"N"
"L","4.1","20180104","ODFW","5F22221  R21    28","1","SIMPSON CR JUVENILE NW",,,"SIYA","NOOR","1710020406500.00","SIMPSON CR (YAQUINA R) JUVENILE SAMPLING NEW","NOOR","SIYA",,,"N"
"L","4.1","20180202","ADFG","1M106MB  SE10250","1","AK M 1 06 MBSE10250",,,"SEAK","SEAK",,"Alaska marine, Region 1, KETCHIKAN, MB, Quadrant SE, District 102, Subdistrict 50","SEAK","SESE","55.348167","-132.044546","N"
"L","4.1","20180104","ODFW","5F22210  R144   18","1","PROUTY CR (MIAMI R)",,,"TILN","NOOR","1710020319600.00","PROUTY CR (MIAMI R) TILLAMOOK DRAINAGE","NOOR","TILN",,,"N"
"L","4.1","20180202","ADFG","1F3AC330 50","1","AK F 3 AC 330-50",,,"ARTC","AYK",,"Alaska freshwater, Region 3, Quadrant AC, District 330, Subdistrict 50","AYK","ARTC",,,"N"
"L","4.1","20180104","ODFW","5F22216  R16    28","1","UMPQUA R JUVEN SAMPL NW",,,"UMPQ","SOOR","1710030300100.00","UMPQUA R JUVENILE SAMPLING NEW","SOOR","UMPQ",,,"N"
"L","4.1","20180202","ADFG","1M1NW192 50","1","AK M 1 NW 192-50",,,"SEAK","SEAK",,"Alaska marine, Region 1, Quadrant NW, District 192, Subdistrict 50","SEAK","SEYA",,,"N"
"L","4.1","20180202","ADFG","1M4PE311 58","1","AK M 4 PE 311-58",,,"PENI","WEAK",,"Alaska marine, Region 4, Quadrant PE, District 311, Subdistrict 58","WEAK","ALEU",,,"N"
"L","4.1","20180202","ADFG","1M1NE109 50","1","AK M 1 NE 109-50",,,"SEAK","SEAK",,"Alaska marine, Region 1, Quadrant NE, District 109, Subdistrict 50","SEAK","SENE","56.8782","-134.2984","N"
"L","4.1","20180202","ADFG","1M4PE281 34","1","AK M 4 PE 281-34",,,"PENI","WEAK",,"Alaska marine, Region 4, Quadrant PE, District 281, Subdistrict 34","WEAK","ALEU","55.7985","-159.6332","N"
"L","4.1","20170728","NMFS","7M5  42N 175E","1","HIGH SEAS 5 42N 175E","42","175",,,,"HIGH SEAS RECOVERY, SECTOR 5, LATITUDE 42N, LONGITUDE 175E",,,"42","175","N"
"L","4.1","20180202","ADFG","1F1NW113 65","2","AK F 1 NW 113-65",,,"SEAK","SEAK",,"Alaska freshwater, Region 1, Quadrant NW, District 113, Subdistrict 65","SEAK","SEAKG","57.3599","-135.5233","N"
"L","4.1","20180202","ADFG","1F1NW113 30","1","AK F 1 NW 113-30",,,"SEAK","SEAK",,"Alaska freshwater, Region 1, Quadrant NW, District 113, Subdistrict 30","SEAK","SENW",,,"N"
"L","4.1","20180202","ADFG","1M121    SE10270","1","AK M 1 21 SE10270",,,"SEAK","SEAK",,"Alaska marine, Region 1, KLAWOCK, Quadrant SE, District 102, Subdistrict 70","SEAK","SESE","55.640228","-132.338916","N"
"L","4.1","20180202","ADFG","1F4PE284 37","1","AK F 4 PE 284-37",,,"PENI","WEAK",,"Alaska freshwater, Region 4, Quadrant PE, District 284, Subdistrict 37","WEAK","ALEU",,,"N"
"L","4.1","20180202","ADFG","1M4PE306 70","1","AK M 4 PE 306-70",,,"PENI","WEAK",,"Alaska marine, Region 4, Quadrant PE, District 306, Subdistrict 70","WEAK","ALEU","51.8886","-176.47","N"
"L","4.1","20180202","ADFG","1F1NE111 33","2","AK F 1 NE 111-33",,,"SEAK","SEAK",,"Alaska freshwater, Region 1, Quadrant NE, District 111, Subdistrict 33","SEAK","SEAKG","58.0969","-133.7423","N"
"L","4.1","20180202","ADFG","1M3YU334 43","2","AK M 3 YU 334-43",,,"YUKN","AYK",,"Alaska marine, Region 3, Quadrant YU, District 334, Subdistrict 43","LOYR","LOYRG",,,"N"
"L","4.1","20180206","CDFO","2FS99JNSTH0106","2","H-QUINSAM R",,,,,,"CDN ESCMENT     QUINSAM R            JNST","JNST",,,,"N"
"L","4.1","20180202","ADFG","1M3YU334 13","2","AK M 3 YU 334-13",,,"YUKN","AYK",,"Alaska marine, Region 3, Quadrant YU, District 334, Subdistrict 13","LOYR","LOYRG",,,"N"
"L","4.1","20180202","ADFG","1M3YU334 47","2","AK M 3 YU 334-47",,,"YUKN","AYK",,"Alaska marine, Region 3, Quadrant YU, District 334, Subdistrict 47","LOYR","LOYRG",,,"N"
"L","4.1","20180206","CDFO","2FS  GSMNH2015","3","H-Vancouver S&S Society I",,,,,,"Vancouver S&S Society Inc            GSMN","GST","GSMN",,,"N"
"L","4.1","20180104","ODFW","5F22264  H64    21","1","ROGUE R  (STEP)",,,"ROGU","SOOR","17100310","LOWER ROGUE R STEP","SOOR","ROGU",,,"N"
"L","4.1","20180104","ODFW","5F33362  H62    21","1","SOUTH WILLAMETTE STEP",,,"WILL","LOCR","17090001","SOUTH WILLAMETTE AREA STEP FACILITIES","LOCR","WILL",,,"N"
"L","4.1","20180202","ADFG","1M3YU334 53","2","AK M 3 YU 334-53",,,"YUKN","AYK",,"Alaska marine, Region 3, Quadrant YU, District 334, Subdistrict 53","LOYR","LOYRG",,,"N"
"L","4.1","20180206","CDFW","6FASRMSR KNOP","1","KNOPTI CR, MF SMITH","41.9315","-123.7379","SMIT","NOCA",,"KNOPTI CREEK, TRIBUTARY OF MIDDLE FORK SMITH RIVER","NOCA","SMIT","41.9315","-123.7379","N"
"L","4.1","20180206","CDFW","6FBELSEL","2","SOUTH FORK EEL RIVER","40.3558","-123.9183","MAEL","NOCA",,"SOUTH FORK EEL RIVER","NOCA","MAEL","40.3558","-123.9183","N"
"L","4.1","20180206","CDFW","6FBMTMAI","1","MAINSTEM MATTOLE RIV","40.3","-124.35","MAEL","NOCA",,"MAINSTEM MATTOLE RIVER","NOCA","MAEL","40.3","-124.35","N"
"L","4.1","20180206","CDFW","6FCSASAF PRIN","1","SAC R AT PRINCETON FERRY","39.412","-122.009","SACR","SAFA",,"SACRAMENTO RIVER PRINCETON FERRY","SAFA","SACR","39.412","-122.009","N"
"L","4.1","20180206","CDFW","6FCSJ","1","SAN JOAQUIN RIVER","38.058","-121.843","SJR","SJOA",,"SAN JOAQUIN RIVER BASIN (BROAD SL. UPRIVER)","SJOA","SJR","38.058","-121.843","N"
"L","4.1","20180202","ADFG","1F4KD254 21","1","AK F 4 KD 254-21",,,"KODI","WEAK",,"Alaska freshwater, Region 4, Quadrant KD, District 254, Subdistrict 21","WEAK","KODI",,,"N"
"L","4.1","20180202","ADFG","1F4KD252 38","1","AK F 4 KD 252-38",,,"KODI","WEAK",,"Alaska freshwater, Region 4, Quadrant KD, District 252, Subdistrict 38","WEAK","KODI","57.8339","-152.6231","N"
"L","4.1","20180202","ADFG","1F4KD251 22","1","AK F 4 KD 251-22",,,"KODI","WEAK",,"Alaska freshwater, Region 4, Quadrant KD, District 251, Subdistrict 22","WEAK","KODI",,,"N"
"L","4.1","20180202","ADFG","1F4KD251 85","1","AK F 4 KD 251-85",,,"KODI","WEAK",,"Alaska freshwater, Region 4, Quadrant KD, District 251, Subdistrict 85","WEAK","KODI",,,"N"
"L","4.1","20170905","WDFW","3F10208  031421 H","2","MARBLEMOUNT HATCHERY","48.5223","-121.4178","UPSK","SKAG",,"MARBLEMOUNT HATCHERY (FORMERLY: SKAGIT HATCHERY) -CLARK CREEK","SKAG","UPSK","48.4334","-121.7461","N"
"L","4.1","20180202","ADFG","1F4KD257 31","1","AK F 4 KD 257-31",,,"KODI","WEAK",,"Alaska freshwater, Region 4, Quadrant KD, District 257, Subdistrict 31","WEAK","KODI",,,"N"
"L","4.1","20170905","WDFW","3F21902  24     R","2","WILLAPA DRAINAGE",,,"WILPG","WILP",,"WILLAPA DRAINAGE  - GENERAL","WILP","WILPG",,,"N"
"L","4.1","20180202","ADFG","1F4KD257 43","1","AK F 4 KD 257-43",,,"KODI","WEAK",,"Alaska freshwater, Region 4, Quadrant KD, District 257, Subdistrict 43","WEAK","KODI",,,"N"
"L","4.1","20180202","ADFG","1F4CH273 80","1","AK F 4 CH 273-80",,,"CHIG","WEAK",,"Alaska freshwater, Region 4, Quadrant CH, District 273, Subdistrict 80","WEAK","ALEU","56.0561","-158.7227","N"
"L","4.1","20180202","ADFG","1F2LC232 01","2","AK F 2 LC 232-01",,,"COOK","CNAK",,"Alaska freshwater, Region 2, Quadrant LC, District 232, Subdistrict 01","CEAK","CEAKG",,,"N"
"L","4.1","20170905","WDFW","3F10208  0372362E","3","BURLINGTON-EDISON HS","48.4784","-122.3371","BESA","NOWA",,"BURLINGTON-EDISON HIGH (BURLINGTON)","NOWA","BESA","48.478","-122.337","N"
"L","4.1","20180206","CDFO","2MN06H005       026","1","NTR          H005-026",,,,,,"NTR             OUTSIDE SURFLINE - WHITE RK. TO JOSEPH I. (INCL SHELLGROUNDS,BRANDY SPOT,BONILLA I,T","NOBC","NCST","53.4","-130.48","N"
"L","4.1","20180206","CDFO","2MS04P018       171","1","GSTR         P018-171",,,,,,"GSTR            ACTIVE PASS (PFMA SUBS 18-2, -3, -9)",,,,,"N"
"L","4.1","20170905","WDFW","3F42001  470001 R07","2","COL R @ WELLS DAM",,,"WECH","UPCR",,"COLUMBIA RIVER @ WELLS DAM   (RM 515)","UPCR","WECH",,,"N"
"L","4.1","20180202","ADFG","1M1NE111 43","2","AK M 1 NE 111-43",,,"SEAK","SEAK",,"Alaska marine, Region 1, Quadrant NE, District 111, Subdistrict 43","SEAK","SENE",,,"N"
"L","4.1","20170905","WDFW","3M10412  888407 H","3","SUND ROCK NET PENS","47.4372","-123.1159","SKDO","HOOD",,"SUND ROCK NET PENS  (NEAR HOODSPORT) (ALSO CALLED HOOD CANAL NET PENS)","HOOD","SKDO","47.4373","-123.1159","N"
"L","4.1","20180104","ODFW","5F33405  R51    20","1","SILETZ SUBSIST 51",,,"CECRG","CECR","17070105","SILETZ SUBSISTENCE-51","CECR","CECRG",,,"N"
"L","4.1","20180206","CDFW","6FBMTMAI PETR","1","PETROLIA",,,"MAEL","NOCA",,"PETROLIA REARING FACILITY, MATTOLE RIVER","NOCA","MAEL",,,"N"
"L","4.1","20180104","ODFW","5M22211  O      10","2","PORT ORFORD TROLL","42.7383","-124.5","SOORG","SOOR",,"PORT ORFORD TROLL","SOOR","SOORG","42.7383","-124.5","N"
"L","4.1","20180206","CDFW","6FCSASAF POSG","2","SAC R AT POSSE GROUNDS","40.59","-122.38","SACR","SAFA",,"SACRAMENTO RIVER POSSE GROUNDS","SAFA","SACR","40.59","-122.38","N"
"L","4.1","20180206","CDFW","6FKKLCAM","1","CAMP CREEK",,,"KLAM","KLTR",,"CAMP CREEK","KLTR","KLAM",,,"N"
"L","4.1","20180206","CDFW","6MO      FRPP","2","FORT ROSS-PIGEON PT",,,"CAGNG","CAGN",,"FORT ROSS TO PIGEON POINT CATCH AREA","CAGN","CAGNG",,,"N"
"L","4.1","20170905","WDFW","3F10510  080105 R","1","BEAR CR      08.0105","47.6675","-122.125","LAKW","MPS",,"BEAR CREEK","MPS","LAKW","47.6675","-122.125","N"
"L","4.1","20180104","ODFW","5F33202  H37    22","3","WARRENTON HS",,,"YOCL","LOCR",,"WARRENTON HS","LOCR","YOCL",,,"N"
"L","4.1","20180206","CDFO","2MS61P013PLUN PS 15","1","JSSSPTPLUN PS (13-15)","50.1183","-125.0731",,,,"JSSSPT          STAT AREA: P013 PLUNGER PASSAGE     P013",,,"50.1167","-125.0667","N"
"L","4.1","20170905","WDFW","3F42001  270339 R","2","CEDAR CR     27.0339","45.9365","-122.6174","LEWI","LOCR","17080002","CEDAR CREEK   - MAINSTEM LEWIS RIVER","LOCR","LEWI","45.9365","-122.6174","N"
"L","4.1","20180202","ADFG","1F1NW113 95","1","AK F 1 NW 113-95",,,"SEAK","SEAK",,"Alaska freshwater, Region 1, Quadrant NW, District 113, Subdistrict 95","SEAK","SENW","57.972","-136.248","N"
"L","4.1","20180202","ADFG","1F2LC231 35","1","AK F 2 LC 231-35",,,"COOK","CNAK",,"Alaska freshwater, Region 2, Quadrant LC, District 231, Subdistrict 35","CEAK","LCI",,,"N"
"L","4.1","20180202","ADFG","1M4PE284 65","1","AK M 4 PE 284-65",,,"PENI","WEAK",,"Alaska marine, Region 4, Quadrant PE, District 284, Subdistrict 65","WEAK","ALEU",,,"N"
"L","4.1","20170905","WDFW","3F10308  050215 R","2","BROOKS CR    05.0215",,,"STIL","NPS",,"BROOKS CREEK (RB)","NPS","STIL",,,"N"
"L","4.1","20180202","ADFG","1M2LC232 23","1","AK M 2 LC 232-23",,,"COOK","CNAK",,"Alaska marine, Region 2, Quadrant LC, District 232, Subdistrict 23","CEAK","LCI","59.5965","-150.3488","N"
"L","4.1","20180202","ADFG","1M4  004","1","AK M 4 004",,,"WEAKG","WEAK",,"Alaska marine, Region 4, District 004","WEAK","WEAKG",,,"N"
"L","4.1","20180202","ADFG","1F2LC232 09","2","AK F 2 LC 232-09",,,"COOK","CNAK",,"Alaska freshwater, Region 2, Quadrant LC, District 232, Subdistrict 09","CEAK","CEAKG",,,"N"
"L","4.1","20180202","ADFG","1F2LC232 10","2","AK F 2 LC 232-10",,,"COOK","CNAK",,"Alaska freshwater, Region 2, Quadrant LC, District 232, Subdistrict 10","CEAK","CEAKG","59.3396","-150.8763","N"
"L","4.1","20180202","ADFG","1M4PE282 55","2","AK M 4 PE 282-55",,,"PENI","WEAK",,"Alaska marine, Region 4, Quadrant PE, District 282, Subdistrict 55","WEAK","WEAKG","54.9068","-159.2894","N"
"L","4.1","20180202","ADFG","1M4PE282 65","2","AK M 4 PE 282-65",,,"PENI","WEAK",,"Alaska marine, Region 4, Quadrant PE, District 282, Subdistrict 65","WEAK","WEAKG",,,"N"
"L","4.1","20180202","ADFG","1M4PE282 75","2","AK M 4 PE 282-75",,,"PENI","WEAK",,"Alaska marine, Region 4, Quadrant PE, District 282, Subdistrict 75","WEAK","WEAKG",,,"N"
"L","4.1","20170905","WDFW","3F554 28 NZW138 R","2","LACAMAS LK (CLAR)","45.6168","-122.4258","SAWA","LOCR","17080001","LACAMAS LK  (NZW138) CLARK CO. T01N-R03E  WRIA=28 REG=5 AREA=315 ELEV=179","LOCR","SAWA","45.6165","-122.4245","N"
"L","4.1","20180202","ADFG","1M2BB324","2","AK M 2 BB 324",,,"BRIS","CNAK",,"Alaska marine, Region 2, Quadrant BB, District 324","CEAK","BRIS",,,"N"
"L","4.1","20180202","ADFG","1F1NE109 00","1","AK F 1 NE 109-00",,,"SEAK","SEAK",,"Alaska freshwater, Region 1, Quadrant NE, District 109, Subdistrict 00","SEAK","SENE",,,"N"
"L","4.1","20180202","ADFG","1F2BB324 16","1","AK F 2 BB 324-16",,,"BRIS","CNAK",,"Alaska freshwater, Region 2, Quadrant BB, District 324, Subdistrict 16","CEAK","BRIS",,,"N"
"L","4.1","20180202","ADFG","1F2BB321 60","1","AK F 2 BB 321-60",,,"BRIS","CNAK",,"Alaska freshwater, Region 2, Quadrant BB, District 321, Subdistrict 60","CEAK","BRIS",,,"N"
"L","4.1","20180202","ADFG","1F4KD252 30","1","AK F 4 KD 252-30",,,"KODI","WEAK",,"Alaska freshwater, Region 4, Quadrant KD, District 252, Subdistrict 30","WEAK","KODI",,,"N"
"L","4.1","20180202","ADFG","1F1SE101 90","2","AK F 1 SE 101-90",,,"SEAK","SEAK",,"Alaska freshwater, Region 1, Quadrant SE, District 101, Subdistrict 90","SEAK","SEAKG","55.6577","-131.7524","N"
